rcn;code;title;shortTitle;language
665228;INNOSUP-7-2015;Professionalization of open innovation management in SMEs;;en
665453;MG-1.10-2015;International cooperation in aeronautics with China;;en
665276;BG-12-2015-1;Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;;en
665251;EURATOM;EURATOM;;en
665280;LCE-23-2015;Supporting the community in deploying a common framework for measuring the energy and environmental efficiency of the ICT-sector;;en
665323;IMI2-2014-01-01;Translational approaches to disease modifying therapy of Type 1 Diabetes Mellitus (T1DM);;en
665190;PHC-19-2014;Advancing active and healthy ageing with ICT: service robotics within assisted living environments;;en
665203;PHC-32-2014;Advancing bioinformatics to meet biomedical and clinical needs;;en
665232;MG-3.5b-2014;Cooperative ITS for safe, congestion-free and sustainable mobility;;en
665230;INNOSUP-9-2014;Community building and competence development for SME Instrument coaching;;en
665249;Energy;Energy;;en
665298;SILC-II-2014;Sustainable Industry Low Carbon II;;en
665225;INNOSUP-4-2014;European label for innovation voucher programmes;;en
665467;REFLECTIVE-11-2015;Enabling Innovation - Creating Impact from Social Sciences and Humanities;;en
666332;FCT-14-2014;Ethical/Societal Dimension Topic 2: Enhancing cooperation between law enforcement agencies and citizens - Community policing;;en
665468;DS-07-2015;Value-sensitive technological innovation in Cybersecurity;;en
665382;FCH-01.4-2014;Hydrogen storage standardisation and components optimization for mass production;;en
665231;NMP-38-2015;Presidency events;;en
665215;HCO-10-2014;ERA NET rare disease research implementing IRDiRC objectives;;en
665218;HCO-13-2015;ERA-NET:  Cardiovascular disease;;en
665465;NMP-40-2015;"Support for clustering and networking in the micro- &amp; nanofluidics community";;en
665241;BIOTEC-5a-2014;SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;;en
665428;JTI-CS2-CPW-ENG-01-01;Low Pressure Turbine Rear Frame (LP TRF) and Low Pressure Spool Shaft (LPS) for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short / Medium Range Aircraft (WP2);;en
665427;JTI-CS2-CPW-AIR-02-04;Design and Manufacturing of an Advanced Wing Structure for Rotorcraft Additional Lift;;en
665285;RISK FINANCE;RISK FINANCE;;en
665250;ERC;European Research Council;;en
665243;BIOTEC-6-2015;Metagenomics as innovation driver;;en
669155;JTI-CS2-2014-CFP01-SYS-02-02;Modular, scalable, multi-function, high power density power controller for electric taxi;;en
669149;JTI-CS2-2014-CFP01-ENG-04-03;Alternative Architecture Engine research;;en
665379;FCH-01.1-2014;Standardization of components for cost-efficient fuel cell systems for transportation applications;;en
665222;INNOSUP-1-2015;Cluster faciltated projects for new value chains;;en
665301;BBI.VC2.R2;New sustainable pulping technologies;;en
665324;IMI2-2014-01-02;Discovery and validation of novel endpoints in dry age-related macular degeneration and diabetic retinopathy;;en
665198;PHC-27-2015;Self-management of health and disease and patient empowerment supported by ICT;;en
665237;BIOTEC-1-2014;Synthetic biology � construction of organisms for new products and processes;;en
665207;HCO-02-2014;Joint programming: Co-ordination action for the joint programming initiative (JPI) 'more years better lives the challenges and opportunities of demographic change';;en
665202;PHC-31-2014;Foresight for health policy development and regulation;;en
669165;JTI-CS2-2014-CFP01-SYS-02-07;Development of MODELICA libraries for ECS and thermal management architectures ;;en
669161;JTI-CS2-2014-CFP01-SYS-02-05;Instrumented bearing for oil cooled starter/generator;;en
665425;JTI-CS2-CPW-AIR-02-02;Out of Autoclave Composite Manufacturing, Wing and Tail Unit Components and Multifunctional Design;;en
669188;ECSEL-04-2015;Smart Health;;en
669186;ECSEL-03-2015;Smart Energy;;en
665463;ERC-SUPPORT-2014;ERC Support for novel ways to highlight the work funded by the ERC and reach out a wider public. ;;en
669192;ECSEL-06-2015;Semicondutor Process, Equipment and Materials;;en
665380;FCH-01.2-2014;Cell and stack components, stack and system manufacturing technologies and quality assurance;;en
665192;PHC-21-2015;Advancing active and healthy ageing with ICT: Early risk detection and intervention;;en
665454;HCO-17-2015;Towards sustainability and globalisation of the Joint Programming Initiative on Neurodegenerative Diseases;;en
665233;NMP-34-2014;Networking and sharing of best practises in management of new advanced materials through the eco-design of products,  eco-innovation, and product life cycle management;;en
665236;WATER-5c-2015;Development of water supply and sanitation technology, systems and tools, and/or methodologies;;en
665193;PHC-22-2015;Promoting mental wellbeing in the ageing population;;en
665398;FCH-04.1-2014;Educational initiatives;;en
665205;PHC-34-2014;eHealth interoperability;;en
669190;ECSEL-05-2015;Smart production;;en
665221;HCO-16-2014;National contact points;;en
665446;JTI-CS2-CPW-REG-01-01;Development of advanced systems technologies and hardware/software for the Flight Simulator and Iron Bird ground demonstrators for regional aircraft;;en
669039;IMI2-2014-02-02;Manufacturing capability;;en
669037;IMI2-2014-02-01;Vaccine development Phase I, II, and III;;en
665242;BIOTEC-5b-2015;SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;;en
669047;GEANT;GEANT;;en
669045;IMI2-2014-02-05;Rapid diagnostic tests;;en
665441;JTI-CS2-CPW-LPA-01-04;Integrated Engine Mounted Rear End Demonstrator: Component Design, Manufacturing and Test;;en
669163;JTI-CS2-2014-CFP01-SYS-02-06;Evaluate mechanical and fatigue capabilities for diode die in harsh environment;;en
669101;JTI-CS2-2014-CFP01-FRC-02-07;Power Conversion;;en
665393;FCH-02.8-2014;Improvement of electrolyser design for grid integration;;en
665247;Biotec;Biotec;;en
665461;ERC-CoG-2015;ERC Consolidator Grant;;en
665396;FCH-02.11-2014;Large scale fuel cell power plant demonstration in industrial/commercial market segments;;en
665278;ISIB-13-2015;Coordination action in support of the implementation by participating States of a Joint Programming Initiative on �A Healthy Diet for a Healthy Life�;;en
665394;FCH-02.9-2014;Significant improvement of installation and service for fuel cell systems by Design-to-Service;;en
665234;NMP-25-2015;Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;;en
665238;BIOTEC-2-2015;New bioinformatics approaches in service of biotechnology;;en
665430;JTI-CS2-CPW-ENG-01-03;Business Aviation / Short Regional TP demonstrator Front Power Plant Module;;en
669085;JTI-CS2-2014-CFP01-LPA-03-03;Airline Maintenance Operations implementation of an E2E Maintenance Service Architecture and its enablers;;en
669103;JTI-CS2-2014-CFP01-FRC-02-08;HVDC Network management;;en
665449;JTI-CS2-CPW-SYS-02-01;Power Electronics and Electrical Drives;;en
669113;JTI-CS2-2014-CFP01-AIR-01-05;Blade FEM impact simulations and sample manufacturing for CROR Aircraft;;en
669173;FETFLAGSHIP;FETFLAGSHIP;;en
669214;ECSEL-14-2015;Smart production;;en
665383;FCH-01.5-2014;Development of cost effective and reliable hydrogen refuelling station components and systems for fuel cell vehicles;;en
665283;MSCA;MSCA;;en
665214;HCO-09-2014;ERA-NET: Systems medicine to address clinical needs;;en
665448;JTI-CS2-CPW-REG-02-01;Flight Physics and wing integration in FTB2;;en
665429;JTI-CS2-CPW-ENG-01-02;Power GearBox (PGB) for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short/Medium Range Aircraft;;en
669171;ERC-14;ERC-14;;en
665281;INFRA;INFRA;;en
665253;FET;Future and Emerging Technologies;;en
669177;Sesar-02-2015;Data Science in ATM;;en
665470;GARRI-9-2015;Estimating the costs of research misconduct and the socio-economic benefit of research integrity;;en
665395;FCH-02.10-2014;Demonstrating the feasibility of central large scale electrolysers in providing grid services and hydrogen distribution and supply to multiple high value markets;;en
669057;IMI2-2015-03-05;Pertussis vaccination research;;en
669179;COST-Networking-2015;COST-Networking-2015;;en
665444;JTI-CS2-CPW-LPA-02-01;Airframe Cabin and Cargo and System integration Architecture;;en
669065;JTI-CS2-2014-CFP01-LPA-01-02;Support to future CROR and UHBR  propulsion system maturation;;en
665286;SCIENCE WAF SOCIETY;SCIENCE WAF SOCIETY;;en
669043;IMI2-2014-02-04;Deployment and compliance of vaccination regimens;;en
669063;JTI-CS2-2014-CFP01-LPA-01-01;OPEN ROTOR Engine Mounting System;;en
665390;FCH-02.5-2014;Innovative fuel cell systems at intermediate power range for distributed combined heat and power generation;;en
669175;Sesar-01-2015;Automation in ATM;;en
665434;JTI-CS2-CPW-ENG-03-02;VHBR Engine Structural Technology;;en
669210;ECSEL-12-2015;Smart Energy;;en
669147;JTI-CS2-2014-CFP01-ENG-04-02;High Performance Turbocharger;;en
669230;Sesar-07-2015;Separation Management and Separation Standards;;en
665239;BIOTEC-3-2014;Widening industrial application of enzymatic processes;;en
665282;INNOSUP;INNOSUP;;en
665426;JTI-CS2-CPW-AIR-02-03;Advanced Technologies for More Affordable Composite Fuselage;;en
665387;FCH-02.2-2014;Decentralized hydrogen production from clean CO2-containing biogas;;en
665437;JTI-CS2-CPW-FRC-02-02;"LifeRCraft Drive System - Main Gear Box input modules and equipped Propeller Gear Boxes - Design, Optimization, Manufacturing, V&amp;V including Airworthiness Substantiation";;en
669067;JTI-CS2-2014-CFP01-LPA-01-03;Development of advanced laser-beam welding technology for the manufacturing of structures for titanium HLFC structures;;en
669206;ECSEL-10-2015;Smart Mobility;;en
669202;SpectrumPrize-01-2015;Horizon Prize � Collaborative Spectrum Sharing;;en
669216;ECSEL-15-2015;Semicondutor Process, Equipment and Materials;;en
665381;FCH-01.3-2014;Development of advanced fuel cell systems and system components;;en
669061;IMI2-2015-04-01;Enabling Platform on Medicines Adaptive Pathways to Patients;;en
669051;IMI2-2015-03-02;Assessing Risk and Progression of Prediabetes and Type 2 Diabetes to Enable Disease Modification;;en
669123;JTI-CS2-2014-CFP01-AIR-02-03;Curved stiffened panels in thermoplastics by preindustrial ISC process;;en
669184;ECSEL-02-2015;Smart Society;;en
665447;JTI-CS2-CPW-REG-01-02;Advanced wing for regional A/C - Technologies Development, Design and Manufacturing for FTB#1;;en
665284;NMP;Nanotechnologies, Advanced Materials, Biotechnology and Advanced Manufacturing and Processing;;en
664501;H2020-EU.5.c.;Integrate society in science and innovation issues, policies and activities in order to integrate citizens' interests and values and to increase the quality, relevance, social acceptability and sustainability of research and innovation outcomes in various fields of activity from social innovation to areas such as biotechnology and nanotechnology;;en
665432;JTI-CS2-CPW-ENG-02-02;LPC, ICD and TEC Development for the Next Generation Geared Fan Engines;;en
669242;WIP-01-2015;EU Prize for Women Innovators;;en
669139;JTI-CS2-2014-CFP01-ENG-03-02;Advanced analytical tool for the understanding and the prediction of core noise for large civil aero engine with low emission core;;en
665388;FCH-02.3-2014;Stationary fuel cell system diagnostics: development of online monitoring and diagnostics systems for reliable and durable fuel cell system operation;;en
669220;ECSEL-17-2015;Cyber-physical Systems;;en
665397;FCH-03.1-2014;Hydrogen territories;;en
669053;IMI2-2015-03-03;Linking Clinical Neuropsychiatry and Quantitative Neurobiology;;en
669200;HOA-01-2015;Horizon Prize � Better use of Antibiotics;;en
669087;JTI-CS2-2014-CFP01-REG-02-01;Aerodynamic characterization of control devices for wing loads control and aircraft response characterization of a regional turboprop aircraft;;en
669034;INNOVATION;Enhancing the innovation management capacity of SMEs;;en
669196;ECSEL-08-2015;Cyber-physical Systems;;en
669238;Sesar-10-2015;ATM Architecture;;en
669204;ICT50;ICT50;;en
665422;JTI-CS2-CPW-AIR-01-01;New Innovative Aircraft Configurations and Related Issues;;en
665433;JTI-CS2-CPW-ENG-03-01;VHBR Engine - IP Turbine Technology;;en
664443;H2020-EU.3.6.1.3.;Europe's role as a global actor, notably regarding human rights and global justice;;en
665440;JTI-CS2-CPW-LPA-01-03;Advanced HLFC fin design work: Structural design and manufacturing of operational HLFC fin;;en
665189;PHC-18-2015;Establishing effectiveness of health care interventions in the paediatric population;;en
669055;IMI2-2015-03-04;The Consistency Approach to Quality Control in Vaccine Manufacture;;en
669236;Sesar-09-2015;Trajectory Based Operations (TBO);;en
669071;JTI-CS2-2014-CFP01-LPA-02-02;Cost Reduction On Composite Structure Assembly - Definition And Development Of An Inspection Tool To Characterize Inner Surface Hole Quality;;en
669083;JTI-CS2-2014-CFP01-LPA-03-02;Aircraft System Prognostic solutions integrated into an airline E2E maintenance operational context;;en
669228;Sesar-06-2015;High Performing Airport Operations;;en
669049;IMI2-2015-03-01;Remote Assessment of Disease and Relapse - CNS;;en
669135;JTI-CS2-2014-CFP01-ENG-02-01;Development of an all-oxide Ceramic Matrix Composite (CMC) Engine Part;;en
669218;ECSEL-16-2015;Design Technology;;en
669151;JTI-CS2-2014-CFP01-ENG-04-04;Engine Installation Optimization;;en
665443;JTI-CS2-CPW-LPA-01-06;Rotating Frames of the Flight Demonstrator Contra Rotating Open Rotor (CROR) Engine;;en
664479;H2020-EU.3.7.8.;Support the Union's external security policies including through conflict prevention and peace-building;;en
669208;ECSEL-11-2015;Smart Society;;en
669169;NCP-playground;NCP playground;;en
669073;JTI-CS2-2014-CFP01-LPA-02-03;Rapid Assembly Of Bracket For Structure-System Integration;;en
669141;JTI-CS2-2014-CFP01-ENG-03-03;VHBR Engine - Advanced bearing technology;;en
665392;FCH-02.7-2014;Stand-alone hydrogen purification systems for new hydrogen pathways;;en
665191;PHC-20-2014;Advancing active and healthy ageing with ICT:  ICT solutions for independent living with cognitive impairment;;en
669069;JTI-CS2-2014-CFP01-LPA-02-01;Cost Reduction On Composite Structure Assembly � Blind fastener inspection technology for quality control;;en
669125;JTI-CS2-2014-CFP01-AIR-02-04;New enhanced acoustic damping composite material;;en
669194;ECSEL-07-2015;Design Technology;;en
669041;IMI2-2014-02-03;Stability of vaccines during transport and storage;;en
669117;JTI-CS2-2014-CFP01-AIR-01-07;Eco Design for Airframe - Re-use of Thermoplastics Composites;;en
669109;JTI-CS2-2014-CFP01-AIR-01-03;CROR Engine debris Impact. Shielding design, manufacturing, simulation and Impact test preparation;;en
669159;JTI-CS2-2014-CFP01-SYS-02-04;Smart Oil pressure sensors for oil cooled starter/generator;;en
669224;Sesar-03-2015;Information Management in ATM;;en
669226;Sesar-05-2015;Economics and Legal Change in ATM;;en
669145;JTI-CS2-2014-CFP01-ENG-04-01;Power Density improvement demonstrated on a certified engine;;en
665438;JTI-CS2-CPW-LPA-01-01;Advanced Engine and Aircraft Configurations - Strategic Complementary Research to Prepare, Develop and Conduct Large-Scale Demonstration;;en
669075;JTI-CS2-2014-CFP01-LPA-02-04;Automation in Final Aircraft Assembly Lines and Enabling Technologies;;en
669198;ECSEL-09-2015;Smart Systems Integration;;en
669077;JTI-CS2-2014-CFP01-LPA-02-05;Environmental Friendly Fire Suppression;;en
669212;ECSEL-13-2015;Smart Health;;en
669129;JTI-CS2-2014-CFP01-AIR-02-06;Simulation tool development for a composite manufacturing process default prediction integrated into a quality control  system;;en
669093;JTI-CS2-2014-CFP01-FRC-02-03;Support to the aerodynamic analysis and design of propellers of a compound helicopter;;en
669133;JTI-CS2-2014-CFP01-ENG-01-01;Engine Mounting System (EMS) for Ground Test Demo;;en
669143;JTI-CS2-2014-CFP01-ENG-03-04;Crack growth threshold analysis in TiAl alloys;;en
669091;JTI-CS2-2014-CFP01-FRC-02-02;Aerodynamic and functional design study of a full-fairing semi-watertight concept for an articulated rotor head;;en
669153;JTI-CS2-2014-CFP01-SYS-02-01;Smart Integrated Wing � Life extended hydrostatic & lubricated systems;;en
669232;Sesar-04-2015;Environment and Meteorology in ATM;;en
664459;H2020-EU.3.6.3.2.;Research into European countries' and regions' history, literature, art, philosophy and religions and how these have informed contemporary European diversity;;en
669059;IMI2-2015-03-06;Knowledge Repository to enable Patient Focused Medicine Development;;en
669089;JTI-CS2-2014-CFP01-FRC-02-01;Support to the aerodynamic and aeroelastic analysis of a trimmed, complete compound R/C and related issues;;en
669240;Sesar-11-2015;ATM Performance;;en
669099;JTI-CS2-2014-CFP01-FRC-02-06;High Voltage Network Battery;;en
669182;ECSEL-01-2015;Smart Mobility;;en
669127;JTI-CS2-2014-CFP01-AIR-02-05;Structural bonded repair of monolithic composite airframe;;en
669107;JTI-CS2-2014-CFP01-AIR-01-02;Advanced predictive models development and simulation capabilities for Engine design space exploration and performance optimization;;en
665347;H2020-EU.3.5.7.1.;"Reduce the use of the EU defined ""Critical raw materials"", for instance through low platinum or platinum free resources and through recycling or reducing or avoiding the use of rare earth elements";;en
669222;ECSEL-18-2015;Smart Systems Integration;;en
669032;FETOPEN-CSA-FETTAKEUP-2015;FET Take-Up Coordination and Support Activities 2015;;en
669244;OpticalPrize-01-2015;Horizon Prize - Breaking the optical transmission barriers ;;en
669157;JTI-CS2-2014-CFP01-SYS-02-03;Robust  package for harsh environment and optimization of electrical characteristic of rectifier bridge using high current diode;;en
669121;JTI-CS2-2014-CFP01-AIR-02-02;Bird strike - Erosion resistant and fast maintainable windshields;;en
669095;JTI-CS2-2014-CFP01-FRC-02-04;Tools development for aerodynamic optimization on engine air intake;;en
669119;JTI-CS2-2014-CFP01-AIR-02-01;Flightworthy Flush & Lightweight doors for unpressurized Fast Rotorcraft;;en
669081;JTI-CS2-2014-CFP01-LPA-03-01;Process and Methods for E2E Maintenance Architecture development and demonstrations and solutions for technology integration;;en
669131;JTI-CS2-2014-CFP01-AIR-02-07;Design Against Distortion: Part distortion prediction, design for minimized distortion, metallic aerospace parts;;en
664461;H2020-EU.3.6.3.3.;Research on Europe's role in the world, on the mutual influence and ties between the world regions, and a view from outside on European cultures;;en
669111;JTI-CS2-2014-CFP01-AIR-01-04;Aero-acoustic experimental characterization of a CROR (Contra Rotating Open Rotor) engine WT model with core flow in propellers architecture;;en
669167;JTI-CS2-2014-CFP01-SYS-02-08;Embedded sensors technology for air quality measurement ;;en
669079;JTI-CS2-2014-CFP01-LPA-02-06;Development of Thermoelastic Stress Analysis for the detection of stress hotspots during structural testing;;en
669097;JTI-CS2-2014-CFP01-FRC-02-05;HVDC Starter/Generator;;en
669137;JTI-CS2-2014-CFP01-ENG-03-01;Characterisation of Thermo-mechanical Fatigue Behaviour;;en
669234;Sesar-08-2015;Communication,Navigation and Surveillance (CNS);;en
669115;JTI-CS2-2014-CFP01-AIR-01-06;Design and demonstration of a laminar nacelle concept for business jet;;en
664473;H2020-EU.3.7.5.;Increase Europe's resilience to crises and disasters;;en
669105;JTI-CS2-2014-CFP01-AIR-01-01;Aerodynamic and acoustic capabilities developments for close coupling, high bypass ratio turbofan Aircraft integration;;en
664316;H2020-EU.3.2.5.;Cross-cutting marine and maritime research;Cross-cutting marine and maritime research;en
664841;ISIB-12d-2015;Sustainable crop production ;;en
664616;INFRAIA-1-2015;Integrating and opening existing national and regional research infrastructures of European interest;;en
665373;H2020-EU.3.1.7.12.;Vaccine;;en
665341;H2020-EU.3.4.6.;FCH2 (transport objectives);;en
664539;H2020-EU.2.1.6.1.1.;Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems;;en
664235;H2020-EU.3.;PRIORITY 'Societal challenges;Societal Challenges;en
664497;H2020-EU.5.a.;Make scientific and technological careers attractive to young students, and forster sustainable interaction between schools, research institutions, industry and civil society organisations;;en
664937;OTH-2-2015;Europe wide open source transport models, data and scenarios;;en
664455;H2020-EU.3.6.3.;Reflective societies - cultural heritage and European identity;Reflective societies;en
664675;Activity-1-2015;"GNSS Evolution, Mission and Services related R&amp;D activities";;en
664423;H2020-EU.3.5.4.3.;Measure and assess progress towards a green economy;;en
665408;H2020-EU.3.4.5.3.;IADP Fast Rotorcraft;;en
665353;H2020-EU.3.1.7.2.;Osteoarthritis;;en
664393;H2020-EU.3.5.1.1.;Improve the understanding of climate change and the provision of reliable climate projections;;en
665319;H2020-EU.3.2.6.2.;Fostering the bio-economy for bio-based industrie;;en
664509;H2020-EU.5.h.;Improving knowledge on science communication in order to improve the quality and effectiveness of interactions between scientists, general media and the public;;en
664469;H2020-EU.3.7.3.;Strengthen security through border management;;en
664363;H2020-EU.3.4.1.2.;Developing smart equipment, infrastructures and services;;en
664433;H2020-EU.3.5.6.2.;Providing for a better understanding on how communities perceive and respond to climate change and seismic and volcanic hazards;;en
664403;H2020-EU.3.5.2.2.;Developing integrated approaches to address water-related challenges and the transition to sustainable management and use of water resources and services;;en
664373;H2020-EU.3.4.2.3.;Developing new concepts of freight transport and logistics;;en
664511;H2020-EU.6.;NON-NUCLEAR DIRECT ACTIONS OF THE JOINT RESEARCH CENTRE (JRC);Joint Research Centre (JRC) non-nuclear direct actions;en
665166;FETHPC-3-2014;Targeted Opening with Russia;;en
664333;H2020-EU.3.3.2.1.;Develop the full potential of wind energy;;en
664678;Activity-4-2015;Improving the Performances of the SST at European Level;;en
665414;H2020-EU.3.4.5.6.;ITD Systems;;en
664303;H2020-EU.3.2.3.1.;Developing sustainable and environmentally-friendly fisheries;;en
664273;H2020-EU.3.1.5.3.;Using in-silico medicine for improving disease management and prediction;;en
664343;H2020-EU.3.3.3.1.;Make bio-energy more competitive and sustainable;;en
664243;H2020-EU.3.1.1.2.;Understanding disease;;en
664313;H2020-EU.3.2.4.3.;Supporting market development for bio-based products and processes;;en
664495;H2020-EU.5.;SCIENCE WITH AND FOR SOCIETY;Science with and for Society;en
664211;H2020-EU.2.1.6.2.;Enabling advances in space technology;Enabling advances in space technology;en
665111;FCT-17-2015;Fast track to Innovation Topic;;en
664181;H2020-EU.2.1.3.4.;Materials for a sustainable, resource-efficient and low-emission industry;Materials for a resource-efficient and low-emission industry;en
665359;H2020-EU.3.1.7.5.;Neurodegenerative diseases;;en
664677;Activity-3-2015;Space surveillance and tracking (SST);;en
664938;OTH-4-2015;The cleanest engine;;en
665327;H2020-EU.2.1.1.7.1.;Design technologies, process and integration, equipment, materials and manufacturing for micro- and nanoelectronics while targeting miniaturisation, diversification and differentiation, heterogeneous integration;;en
664523;H2020-Euratom-1.3.;Support the development and sustainability of nuclear competences at Union level;;en
664477;H2020-EU.3.7.7.;Enhance stadardisation and interoperability of systems, including for emergency purposes;;en
664834;FoF-8-2015;ICT-enabled modelling, simulation, analytics and forecasting technologies;;en
664283;H2020-EU.3.2.1.;Sustainable agriculture and forestry;Sustainable agriculture and forestry;en
664551;MSCA-ITN-2015;Marie Sk?odowska-Curie Innovative Training Networks (ITN);;en
664439;H2020-EU.3.6.1.1.;The mechanisms to promote smart, sustainable and inclusive growth;;en
664409;H2020-EU.3.5.3.1.;Improve the knowledge base on the availability of raw materials;;en
665369;H2020-EU.3.1.7.10.;Cancer;;en
664379;H2020-EU.3.4.3.1.;Developing the next generation of transport means as the way to secure market share in the future;;en
665412;H2020-EU.3.4.5.5.;ITD Engines;;en
664151;H2020-EU.2.1.1.2.;Next generation computing: Advanced and secure computing systems and technologies, including cloud computing;;en
664349;H2020-EU.3.3.4.;A single, smart European electricity grid;A single, smart European electricity grid;en
664119;H2020-EU.1.3.5.;Specific support and policy actions;MSCA Specific support;en
665337;H2020-EU.3.3.8.2.;Increase the energy efficiency of production of hydrogen mainly from water electrolysis and renewable sources while reducing operating and capital costs, so that the combined system of the hydrogen production and the conversion using the fuel cell system can compete with the alternatives for electricity production available on the market;;en
664319;H2020-EU.3.2.5.3.;Cross-cutting concepts and technologies enabling maritime growth;;en
664533;H2020-Euratom-1.8.;Ensure availability and use of research infrastructures of pan_european relevance;;en
665357;H2020-EU.3.1.7.4.;Diabetes;;en
664091;H2020-EU.1.;PRIORITY 'Excellent science';Excellent Science;en
664491;H2020-EU.4.e.;Supporting access to international networks for excellent researchers and innovators who lack sufficient involvement in European and international networks;;en
665325;H2020-EU.2.1.1.7.;ECSEL;;en
664882;SIE-02-2015;Fast track to Innovation Topic - Pilot;;en
664521;H2020-Euratom-1.2.;Contribute to the development of solutions for the management of ultimate nuclear waste;;en
664289;H2020-EU.3.2.1.3.;Empowerment of rural areas, support to policies and rural innovation;;en
664253;H2020-EU.3.1.2.3.;Developing better preventive and therapeutic vaccines;;en
664475;H2020-EU.3.7.6.;Ensure privacy and freedom, including in the Internet and enhance the societal, legal and ethical understanding of all areas of security, risk and management;;en
664672;Activity-2-2014;Space Surveillance and Tracking: participation of the EU Satellite Centre in the SST Service Function;;en
664221;H2020-EU.2.2.2.;The Equity facility providing equity finance for R&I: 'Union equity instruments for research and innovation';Equity facility;en
665402;H2020-EU.3.4.5;CLEANSKY2;;en
664191;H2020-EU.2.1.4.1.;Boosting cutting-edge biotechnologies as a future innovation driver;Cutting-edge biotechnologies as future innovation driver;en
664451;H2020-EU.3.6.2.3.;Make use of the innovative, creative and productive potential of all generations;;en
664259;H2020-EU.3.1.3.2.;Transferring knowledge to clinical practice and scalable innovation actions;;en
664227;H2020-EU.2.3.2.;Specific support;;en
665466;NMP-40�2015;"Support for clustering and networking in the micro- &amp; nanofluidics community";;en
664161;H2020-EU.2.1.2.;INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies � Nanotechnologies;Nanotechnologies;en
664419;H2020-EU.3.5.4.1.;Strengthen  eco-innovative technologies, processes, services and products including exploring ways to reduce the quantities of raw materials in production and consumption, and overcoming barriers in this context and boost their market uptake;;en
664129;H2020-EU.1.4.1.3.;Development, deployment and operation of ICT-based e-infrastructures;;en
664389;H2020-EU.3.5.;SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials;Climate and environment;en
664833;FoF-1-2014;Process optimisation of manufacturing assets;;en
664359;H2020-EU.3.4.1.;Resource efficient transport that respects the environment;Resource efficient transport that respects the environment;en
664197;H2020-EU.2.1.5.;INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies - Advanced manufacturing and processing;Advanced manufacturing and processing;en
664715;WASTE-2014-4-c;Secondary raw materials inventory;;en
665345;H2020-EU.3.5.7.;FCH2 (raw materials objective);;en
664143;H2020-EU.2.;PRIORITY 'Industrial leadership';Industrial Leadership;en
664543;H2020-EU.5.d.;Encourage citizens to engage in science through formal and informal science education, and promote the diffusion of science-based activities, namely in science centres and through other appropriate channels;;en
664936;OTH-1-2014;Developing a public European environmental modelling suite for aviation;;en
664437;H2020-EU.3.6.1.;Inclusive societies;Inclusive societies;en
664503;H2020-EU.5.e.;Develop the accessibility and the use of the results of publicly-funded research;;en
664674;Activity-5-2014;Transition towards Copernicus;;en
664463;H2020-EU.3.7.;Secure societies - Protecting freedom and security of Europe and its citizens;Secure societies;en
664427;H2020-EU.3.5.5.;Developing comprehensive and sustained global environmental observation and information systems;Environmental observation and information systems;en
664329;H2020-EU.3.3.1.3.;Foster European Smart cities and Communities;;en
664167;H2020-EU.2.1.2.3.;Developing the societal dimension of nanotechnology;Societal dimension of nanotechnology;en
664407;H2020-EU.3.5.3.;Ensuring the sustainable supply of non-energy and non-agricultural raw materials;Supply of non-energy and non-agricultural raw materials;en
664397;H2020-EU.3.5.1.3.;Support mitigation policies, including studies that focus on impact from other sectoral policies;;en
665367;H2020-EU.3.1.7.9.;Ageing-associated diseases;;en
664377;H2020-EU.3.4.3.;Global leadership for the European transport industry;Global leadership for the European transport industry;en
664367;H2020-EU.3.4.2.;Better mobility, less congestion, more safety and security;Mobility, safety and security;en
665406;H2020-EU.3.4.5.2.;IADP Regional Aircraft;;en
664299;H2020-EU.3.2.2.3.;A sustainable and competitive agri-food industry;;en
664347;H2020-EU.3.3.3.3.;New alternative fuels;;en
665335;H2020-EU.3.3.8.1.;Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs;;en
665351;H2020-EU.3.1.7.1.;Antimicrobial resistance;;en
664337;H2020-EU.3.3.2.3.;Develop competitive and environmentally safe technologies for CO2 capture, transport, storage and re-use;;en
664269;H2020-EU.3.1.5.1.;Improving halth information and better use of health data;;en
664307;H2020-EU.3.2.3.3.;Boosting marine and maritime innovation through biotechnology;;en
665317;H2020-EU.3.2.6.1.;Sustainable and competitive bio-based industries and supporting the development of a European bio-economy;;en
664239;H2020-EU.3.1.1.;Understanding health, wellbeing and disease;;en
664277;H2020-EU.3.1.6.1.;Promoting integrated care;;en
664317;H2020-EU.3.2.5.2.;Develop the potential of marine resources through an integrated approach;;en
664531;H2020-Euratom-1.7.;Promote innovation and industry competitiveness;;en
664135;H2020-EU.1.4.2.2.;Strengthening the human capital of research infrastructures;;en
