new_org_id;organisationName;organisationShortName;organizationUrl;REGION_Level_NUTS_3;country;street;city;postCode;provincia
642972ad5f7f216a43666734786a13fe;3S CONSULT GMBH;3S;http://www.3sconsult.com;;DE;OSTERIEDE 8/10;GARBSEN;;
b21fa622e5a83961be6a64f826688bea;3S PHARMACOLOGICAL CONSULTATION & RES SRL;3S;;;RO;STRADA SABINELOR 52 SECTORUL 5;BUCURESTI;;
fb8a260a6c2da02ee4fda86af5f2a16d;3S UNTERNEHMENSBERATUNG GMBH;3S;;;AT;WIEDNER HAUPTSTRASSE 18;WIEN;1040;
c7f2d34ab4850820c00da5be7621c70d;3SUN SRL;3SUN;http://www.3sun.com;;IT;Contrada Blocco Torrazze SNC- Zona Industriale;CATANIA;;CT
eac03711091007e5777240e5976fa407;3T RPD LIMITED;3TRPD;http://www.3trpd.co.uk;;UK;WOFFORD WAY, FULTON COURT, NEW GREENHAM PARK;NEWBURY;;
64776b2c9302020200f257968449ecfb;3T TEXTILTECHNOLOGIETRANSFER GMBH;;http://www.3t-gmbh.de;;DE;OTTO-BLUMENTHAL-STRASSE 1;AACHEN;;
1253e6efd7401cb74146b61b71965043;3TEN CONSULTING LIMITED;3TEN-C;;;UK;Marble Hill Close 3;Twickenham;TW1 3AY;
d05a5524f97ad7bcf307093e3ea4d038;3V GREENEAGLE SPA;3VGREENEAGLE;http://www.3vtechgroup.it;;IT;Via Fatebenefratelli 20;MILANO;;MI
69e69c7483d278a6c600d04bd82c4212;3V MABO SPA;3V MABO;http://www.3vmabo.com;;IT;VIA FATEBENEFRATELLI 20;MILANO;;MI
eee4c00fb5358577e90df74d4013ca6b;3XN AS;3XN A/S;http://www.3xn.dk;;DK;STRANDGADE 73;KOBENHAVN K;;
10eb134511247e0350228bd9cdfde1b0;4 PET HOLDING BV;4PET;http://www.4pet.nl;;NL;INDUSTRIEWEG 10E;DRUTEN;;
e0db922d161265840be8f2b94e2d5c6a;4 SC AG;;http://www.4sc.com;;DE;Am Klopferspitz;PLANEGG-MARTINSRIED;;
02ee40d3ddf1982d6f5d0116c91f29ef;40 30;40-30;http://www.40-30.com;;FR;Rue de la Tuilerie 29;SEYSSINET;;
35f36acca9cae8e78878b12c8a5b3a5f;42 LIFE SCIENCES KG;;http://www.42ls.com;;DE;Fischkai;BREMERHAVEN;;
6da80d928be184428574b368f65d1404;42 SOLUTIONS BV;42S;http://www.42solutions.nl;;NL;DE ZAALE 11;Eindhoven;;
d2bb1847613bd789d0d5e88f38bff238;4C HUNGARY KOMMUNIKACIOS ES KONZULTACIOS KORLATOLT FELELOSSEGU TARSASAG;4C;;;HU;PASARETI UT;BUDAPEST;1026;
32a816b031cde7201b934b7a3f36c6d3;4C TELECOM B V;4CT;;;NL;Hoofdstraat;Pieterburen;9968AD;
6344cab17abc7de5668669ab5295ba31;4PICO;4PICO;http://www.4pico.nl;;NL;Jan Tinbergenstraat 4B;SINT OEDENRODE;;
d3d545baca8c4c2c919af4b955c2cb5b;4SC DISCOVERY GMBH;4SC DISCOVERY GMBH;;;DE;AM KLOPFERSPITZ 19A;PLANEGG MARTINSRIED;;
b4bb78051a24cd457d4ec197ee2caf86;4WARD ENERGY RESEARCH GMBH;4ER;http://www.4wardenergy.at;;AT;TANNENGASSE 18/6;WIEN;;
aa66a80f06a58ba55276b4da83ad314a;5 YGIONOMIKI PERIFERIA THESSALIAS & STEREAS ELLADAS;5TH DYPE;;;GR;PANEPISTIMIAKO NOSOKOMIO LARISSAS (PERIOCHI MEZOURLO);LARISSA;41110;
500113e932cd43b88cf4641a55d9faa4;50HERTZ TRANSMISSION GMBH;50HZT;;;DE;Eichenstrasse;Berlin;;
833aa5f37a10f223b5290f616ed86be4;52Â°NORTH INITIATIVE FOR GEOSPATIAL OPEN SOURCE SOFTWARE GMBH;;http://www.52north.org;;DE;Martin-Luther-King-Weg 24;MÃœNSTER;;
65e90e398725e90596d83dd6030a6b53;5AXPERFORMANCE GMBH;5AX;;;DE;AMMERTHALSTRASSE 19;KIRCHHEIM MUNCHEN;;
9851b873c5f0c64e59078d89b673b647;5M SRO;5M;http://www.5m.cz;;CZ;NA ZAHONECH 1;KUNOVICE;;
67fe24b63120037ad2f2499882083dea;6T MIC INGENIERIES;6TMIC;http://www.6tmic.com;;FR;RUE BRINDEJONC DES MOULINAIS 4;TOULOUSE;;
b3530bf94eb8da5370bdb1ac9537f56f;77 ELEKTRONIKA MUSZERIPARI KFT;E77;http://www.e77.hu;;HU;FEHERVARI UTCA 98;BUDAPEST;;
cfe98f38fa10f5a25cda3fc30284e794;7I GROUP AB;7IG;http://www.7igroup.com;;SE;STRANDBERGSGATAN 61;STOCKHOLM;;
02b354e89d1d2cd1177518aea394d545;GUENTHER WEINLINGER;;http://www.7reasons.at;;AT;SEEFELDGASSE;ABSDORF;;
66c29fd992241eca825c62d678c3783f;7TM PHARMA AS;7TM;http://www.7tm.com;;DK;FREMTIDSVEJ 3;HOERSHOLM;;
e08e66a5f9e3b26e27d06c13a08df64b;80G SA;80G;;;PT;RUA DO MOINHO LUGAR DO SOBRAL 11;LOURINHA;;
f38e5f3240ec1301848061d823eb0822;8TH EPHORATE OF BYZANTINE ANTIQUITIES;;http://www.culture.gr/2/21/212/8heba_gr.html;;EE;Byzantine Museum, Castle of Ioannina;IOANNINA;;
34cb811f9be4e71251aac07cfabd4109;??! ? # ??!??'??% ??!??????, ??&?????,??? ???????? ??#? #? ???? ? ??&?????,???? ??!??'???? ???? ! ?? #? ????;;;;UA;GLUSHKOV PROSPEKT 40 BUILD 4;KYIV;;
df9aa9167d2532f935383727dd270ad4;???????? ????????? ?????????? ??????&#1040;;;;UA;GLUSHKOV PROSPEKT 40 BUILD 4;KYIV;;
b72430f160b7c00d9548095712d9090f;???????? ?????????? ??? ?????????? ??????;CYNET;;;CY;KALLIPOLEOS;NICOSIA;1678;
36992cb37443a5dda88477707db74369;?ESKÃ� REPUBLIKA  MINISTERSTVO DOPRAVY;MDCR;;;CZ;NÃ¡b?eÅ¾Ã­ LudvÃ­ka Svobody 12;Praha 1;11015;
feaed06b5dca6fcb9036053f5720af16;ZL?SKI UNIWERSYTET MEDYCZNY W KATOWICACH;;http://www.sum.edu.pl;;PL;Poniatowskiego;KATOWICE;;
1eb4d228913a20acab500f22ac268b85;@ MEDIASERVICE NET SRL;MEDIASERVICE;http://www.mediaservice.net;;IT;VIA SAN BERNARDINO 17;TORINO;;TO
223079319c1aa07d7caa61c1e79c9688;A & A F LLI PARODI SPA;A&A;;;IT;VIA VALVERDE;CAMPOMORONE;;GE
4286c221b0791b2d44532cfca8acd90f;A & E FORNARO OE;FBA;http://www.fornaro.gr;;EL;ODOS SKOUFOU 10;ATHINA;;
cb8509767475e129f77157fee1dd6e09;A 3 APROFITAMENT ASSESORAMENT AMBIENTAL SL;A3;http://www.residuos.info;;ES;POLIGONO INDUSTRIAL EL CONGOST - CALLE MAS PUJOL 15-17;LES FRANQUESES DEL VALLES;;
97bfa0a58aeaffdd8028f057729a71d3;A B SEEDS LTD;A.B. SEEDS;http://www.abseeds.co.il;;IL;GAD FEINSTEIN 13;REHOVOT;0;
4e990c0cc246581e3c437ccc501852e1;A BENEVENUTA & C S P A;BENE;;;IT;VIa Botero;TORINO;;TO
9d2a7046e13159001b8c39bbb86db5cd;A BERENTS GMBH & CO KG;BECO;;;DE;HENLEINSTRASSE;STUHR;;
e6a82dfdc60fb463ff73fea035bf96a1;A C I S AZIENDA COSTRUZIONI INSTALLAZIONI SEGNALETICHE SRL;ACIS;;;IT;Via Porzia Nefetti 65;SANTA SOFIA;;FC
a1967b7c3bcc63e7d8c2aa2c29ac8b43;A C T (TRANSNATIONAL) LIMITED;ACT;;;UK;UNDERHILL STREET LAZYARD HOUSE;BRIDGNORTH;;
a99d1ddde4c1092a3f8d393abb9ec270;A C T D O O;;;;HR;Prilesje 4;ZAGREB;;
064598434ffbb302bd0b5fe8f9caa0dc;A C T I O N ALLIES IN CARDIOVASCULAR TRIALS INITIATIVES AND ORGANIZEDNETWORKS ASSOCIATION;ACTION;http://www.actioncoeur.org;;FR;BOULEVARD DE L HOPITAL 47;PARIS;;
b5af522c0027b8d785c6b19e7557145d;A CATEDRAL  CARPINTERIA MARCENARIA LDA;ACAT;http://www.acatedral.pt;;PT;ANTIGO CONVENTO SUBSERRA;CASTANHEIRA DO RIBATEJO;57;
ddc2035903f42d4feb477d7891b0175b;A COELHO E CASTRO LDA;ACC;;;PT;PRACA DE LUIS DE CAMOES 15;POVOA DE VARZIM;;
b4de3241cfd610e0bbf3ea0fbff8959e;A D A ARCHITECTURAL DESIGN AGENCY OOD;;http://www.ada-bg.com;;BG;TOTLEBEN BLVD 63;SOFIA;;
a17fc40f63844d584540e92f1412a0fc;A D I VALOR;ADIVALOR;http://www.adivalor.fr;;FR;Rue Denfert Rochereau 2;Boulogne, Billancourt;;
d7d9bc2f88a80832e2cb25853852b10f;A E B SPA;AEB;http://www.eighteensound.it , www.aeb.it;;IT;VIA DELL INDUSTRIA 20;CAVRIAGO RE;;RE
41763439bf03c3ac52e12e7522c0784f;A E FAVORSKY IRKUTSK INSTITUTE OF CHEMISTRY, SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES;IRICH;;;RU;FAVORSKY STREET 1;IRKUTSK;;
5ccf4d2fd7cb76f35dd616a3a0b98b90;A E M COM SRL;AEMCOM SRL;;;IT;VIALE TRENTO E TRIESTE 38;CREMONA CR;26100;CR
2160053f23e9757c6d84eb956620c65a;A E SOLUTIONS LIMITED;AES;http://www.a-esolutions.com;;UK;BADSEY, STONE PIPPIN ORCHARD 9;EVESHAM;;
1f42dced22617ad1a9932c11bc910650;A FAX LIMITED;A-FAX;http://www.a-fax.com;;UK;Shay Lane Halifax Drake Industrial Estate;WEST YORKSHIRE;;
4a264e39c73a649bb8fa3eb91f4f6984;A G M COMMUNICATION & CONTROL LTD;AGM;http://www.agm.co.il;;IL;MITZPE;LOWER GALILEE;;
f6c32c883e9fa32f2ab0a42679dcada3;A G T SRL;AGT;http://www.agtgroup.it;;IT;VIA PAOLO EMILIO 34;ROMA;;RM
ea4482ec9bc050ebd8a00dc75b79c10d;A HABERKORN & CO GMBH;HABERKORN;http://www.a-haberkorn.at;;AT;WERNDLSTR;FREISTADT;;
8b36a402c4addce7f6bf4d94d3ce3e63;A ISHLINSKY INSTITUTE FOR PROBLEMS IN MECHANICS RUSSIAN ACADEMY OF SCIENCE*IPMECH RAS;IPMECH;http://www.ipmnet.ru;;RU;PROSPEKT VERNADSKOGO 101 - Block 1;MOSCOW;;
2aa44e050098deca85e0228881227acf;A K CHROM AS;CHROM;http://www.aak-chrom.dk;;DK;AXEL KIERS VEJ 38;HOEJBJERG;;
77f8e426d8a8d97ad896fee1b1565654;A K INDUSTRIES LTD;AKI;;;UK;FOXWOOD COURT;HEREFORD;;
582afd5acb069b6ddd7562b34e5a3797;A KLINIKKASÃ„Ã„TIÃ–;;http://www.a-klinikka.fi/;;FI;Paasivuorenkatu 2 A;HELSINKI;;
6904e4f4d8e3635b03aca2afcae3e16a;A L GARTNERHALLEN;GH;http://www.gartner.no;;NO;Ã˜kern Torgvei 30;Oslo;111;
9b393a9e208c73de65d60b2f8f11e307;A L T E A & GEOSTUDIO 2000;ALTEA;http://www.gestudio2000.com;;AL;RRUGA E KAVAJES BREND MJET MESIMORE;TIRANA;;
e64af278f021301c23371d3e2dd5789b;A LA PRUNE LORRAINE SARL;;;;FR;RUE DE l'EGLISE;FORCELLES -SAINT-GORGON;;
2736c5dbdef482cc76f4385c0d6e0fdd;A M PROKHOROV GENERAL PHYSICS INSTITUTE OF RUSSIAN ACADEMY OF SCIENCES;;http://www.gpi.ru;;RU;Vavilov;MOSCOW;;
f967992b1aa7ea9bac9fa9422dd96568;A MONFORTS WERKZEUGMASCHINEN GMBH& CO KG;MONFORTS;http://www.monforts-wzm.de;;DE;SCHWALMSTRASSE 301;MONCHENGLADBACH;;
c1c7bab9ac7a9be72d13ed04c682e80d;A N BAKH INSTITUTE OF BIOCHEMISTRY OF THE RUSSIAN ACADEMY OF SCIENCES;INBI;http://www.inbi.ras.ru;;RU;Leninsky Prospect 33;MOSCOW;;
423f0e40193bbcbd7fc704a3f948dde4;A N NEOGNOME LIMITED;GNOME;http://www.neognome.com;;CY;Kennedy Avenue Kennedy Business Center, 12 2nd floor;NIKOSIA;;
ab443c374ee7ac94961df454aa2e2907;INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES A N NESMEYANOV INSTITUTE OF ORGANOELEMENT COMPOUNDS RUSSIAN ACADEMY OF SCIECNES;INEOS-RAS;http://www.ineos.ac.ru;;RU;VAVILOVA STREET;MOSCOW;;
30c5635d98a26399bf0295f2a4a5f830;A O KOVALEVSKY INSTITUTE OF BIOLOGY OF SOUTHERN SEAS  UKRANIAN NATIONAL ACADEMY OF SCIENCES;IBSS;http://www.ibss.org.ua;;UA;Prospekt Nakhimov;SEVASTOPOL;;
fd4d63d85a71ddffb17d93146ed66851;A P E RESEARCH SRL;APE;http://www.aperesearch.com;;IT;Basovizza SS 14 Km 163,5 Area di Ricerca;TRIESTE;;TS
1cd5c34bd7855b736ebfeef777fa59bc;A P MOLLER  MÃ†RSK A/S;;http://www.maersk.com;;DK;Esplanaden 50;COPENHAGEN;;
438baa3f03056c4489adf86c3f5b9169;A P T ARCHIMEDES POLYMER TECHNOLOGIES LTD;ARCH;;;CY;NIKIROROU LYTRA 4;LEMESOS;;
5bd9eda73c4d4cfad6676cb070f5deb2;A POTAMITIS MEDICARE LTD;PMED;http://www.potamitismedicare.com;;CY;ARCH. KYPRIANOU AVENUE 62;STROVOLOS LEFKOSIA;21187;
886b5f087ffe2362244d4d28132bf473;A PROCTOR GROUP LIMITED;APG;http://www.proctorgroup.com;;UK;ASHGROVE ROAD THE HAUGH;BLAIRGOWRIE;;
564deca8e19a3ff75000db29f0ba3b2a;A R W  ABFALLMANAGEMENT GMBH;ARW;http://www.arwabfallmanagement.com;;AT;KAHRWEG 7;MUEHLDORF BEI FELDBACH;;
0707bcd4311d1b4968f1c5fd17cc2d47;A S L CITTA DI MILANO AZIENDA SANITARIA LOCALE;ASL MILANO;http://www.asl.milano.it;;IT;CORSO ITALIA 19;MILANO;;MI
c9bad2c1bf5af2e3e3ac39677016e6eb;A S T R A REFRIGERANTI S P A;ASTRA;;;IT;VIA CURETTA 3;PIETRA MARAZZI (AL);;AL
8a0437b7516dae305cce67d6c5eaaa8d;A S T R I D SA;ASTRID;;;BE;BOULEVARD DU REGENT;BRUXELLES;1000;
0a2308b85324c09b5c68cf118e45804b;A S WATSON HOLDINGS B V;;http://www.eu.aswatson.com;;NL;Nijborg;RENSWOUDE;;
4413042fdd9819ea75a37ead80170ad5;A SILVA MATOS  ENERGIA, SA;ASM;;;PT;Zona Industrial dos PadrÃµes;Sever do Vouga;;
840971194b27ec61aa687781b559f041;A T C S SARL;ATCS;http://www.atcs41.fr;;FR;AVENUE CHER SOLOGNE 14;SELLES SUR CHER;;
b7f13b4d0af8615161731cbb236f15f4;A TLC SRL;A TLC;http://www.aethra.com;;IT;VIA GIOVANNI BATTISTA MARTINI 2;ROMA;;RM
b5d343276e0486ec6b1c4183978336cf;A TRANS LLC;A-TRANS;http://www.a-trans.ru;;RU;NOVOSLOBODSKAYA 41;MOSKVA;;
3943f32d73347a469efe9ca7d8816777;A USIKOV INSTITUTE OF RADIOPHYSICS AND ELECTRONICS, NATIONAL ACADEMY OF SCIENCES OF UKRAINE;IRE NASU;http://www.ire.kharkov.ua;;UA;AK PROSKURA STREET 12;Kharkov;;
1d28c15bbc9e6a665e0aab5bdd27451d;A V SHUBNIKOV INSTITUTE OF CRYSTALLOGRAPHY RUSSIAN ACADEMY OF SCIENCES;IC RAS;http://www.crys.ras.ru;;RU;Leninsky prospect;MOSKVA;;
39e0f22485082d963f6a04f2512675a4;A V TOPCHIEV INSTITUTE OF PETROCHEMICAL SYNTHESIS  RUSSIAN ACADEMY OF SCIENCES;TIPS;;;RU;LENINSKY PR;MOSKVA;;
0ed4e68cfa46ff7cc596aeeaf79d2c56;A VARLAMOS  G SEIRAGAKIS OE;FAL;http://www.foodallergenslab.com;;EL;BIZANIOU ODOS 5;RETHIMNO;;
1f9f8b5c619c476afd8dc984c0d85e03;A VOLUTE;AVOL;http://www.avolute.com;;FR;RUE DE CORNEILLE 25;ROUBAIX;;
c98c88a7e95d43f845f1e952950bb162;A WEYERMANN SOHNE GMBH & CO KG;WEYERMANN;http://www.weyermann.com;;DE;TILBURGER STRASSE 9;VIERSEN;;
3b6d18a527f4eb856f0e9bbef3c91a45;A&A BIOTECHNOLOGY;AABIOTEC;;;PL;Al. Zwyciestwa;GDYNIA;;
2d1a644a233eabd5fd24f9b7ce01cee1;A&A BIOTECHNOLOGY SC;AABIOTEC;;;PL;AL ZWYCIESTWA 96/98;GDYNIA;;
ed54d3dc6fc157d7e8b90d7bee706a7c;A&B ONE KOMMUNIKATIONSAGENTUR GMBH;;http://www.a-b-one.de;;DE;WIESENHUETTENSTRASSE;FRANKFURT;;
b0b37f6d0215ab961cadab0414f842b3;A&E  APPLIKATION UND ENTWICKLUNG PRODUKTIONSTECHNIK GMBH;A&E;http://www.aeproduktionstechnik.de;;DE;DEUBENER WEG 5;FREITAL;;
5697f2c943b3fc9eed0e8e2e58a44fe2;A+S CONSULT GMBH FORSCHUNG UND ENTWICKLUNG;;http://www.apluss.de;;DE;Vogesenweg;DRESDEN;;
d5dde7085aead7ffbfeb6aff5e3241e0;A/S LAESO FISKEINDUSTRI;LF;http://www.laesofish.dk;;DK;INDUSTRIVEJ 4;LAESO;;
bd7e6b9fe2323b44270eb2c2c9092005;A2 PHOTONIC SENSORS;A2PS;http://www.A2PhotonicSensors.com;;FR;INPG MINATEC- Parvis Louis Neel 3;Grenoble;257;
1438fbcbab3aaf146b97a16384801c59;A2 TECHNOLOGIES LTD;A2;;;UK;CAIRNEYHILL ROAD VIEWFIELD HOUSE;PERTH;;
9aeae897dc0dd98ef831718766e6e0c3;A2A RETI ELETTRICHE SPA;A2A;http://www.a2a.eu;;IT;VIA LAMARMORA 230;BRESCIA;;BS
cb0cba4cc0ce68869852d0937bb71e32;A2SEA A/S;A2SEA;http://www.a2sea.com;;DK;KRAFTVAERKSVEJ 53;FREDERICIA;;
9908bd48d313e8930a3c8c61b4a47c1f;A3 WATER SOLUTIONS GMBH;;http://www.a3-gmbh.com;;DE;Madeburger Strasse;GELSENKIRCHEN;;
c829d3eccf4383070d5f5966671ac126;A3I SARL;A3I;;;FR;PARC DE LA CHOCOLATERIE;DONZERE;;
c6dcd6a2340b7dcb25109b87febe64b8;A4F ALGAFUEL SA;ALGAFUEL;http://www.algafuel.pt;;PT;BELAMANDIL;OLHAO;;
8e01bc5c1be50694a75ed30389a61f26;AAC MICROTEC AB;;http://www.aacmicrotec.com;;SE;DAG HAMMARSKJOLDSVAG;UPPSALA;;
56a487bce379692c26d055e81123d495;AACHENER STRASSENBAHN UND ENERGIEVERSORGUNGS AG;ASEAG;;;DE;NEUKOLLNER STRASSE;AACHEN;;
05acc82b86b51cbf1aef586437986825;AACHENER VERKEHRSVERBUND GMBH;AVV;;;DE;NEUKOLLNER STRASSE;AACHEN;;
9a4f6a20ab7d307802a089cda7ebadf7;AALBORG INDUSTRIES A/S;AALBORG;http://www.aalborg-industries.com;;DK;Gasvaerksvej 24;AALBORG;;
374720c7e276480efbc18cb395d289b7;AALBORG SYGEHUS;RN-AH;http://www.rn.dk;;DK;HOBROVEJ 42A;AALBORG;;
c53facd2048d7d0ff4317a5a45e9a852;AAP BIOMATERIALS GMBH;AAP;http://www.aap.de;;DE;LAGERSTRASSE 11-15;DIEBURG;;
7dfd4e2a719ca7a7700345ad333b45ce;AARDEX GROUP SA;PHARMIONIC;http://www.pharmionic.com;;CH;AVENUE DE LA GARE 29;SION;;
a8e7cabcb9d40f15d9d022c5ea5b6c5a;AARHUS UNIVERSITETSHOSPITAL, AARHUS SYGEHUS;AUH, AS;;;DK;NORREBROGADE 44;AARHUS;;
d1c790492ce42fe703fd094edf2a242d;AARHUS UNIVERSITETSHOSPITAL, SKEJBY;AUH, S;;;DK;Brendstrupgaardsvej 100;AARHUS N;;
d08c249700adaa5b582bffe1f0a103ae;AARHUSKARLSHAMN DENMARK AS;AAK;http://www.aarhuskarlshamn.com;;DK;M P BRUUNS GADE;AARHUS;;
96cef534ec9fcc0476b7bf4bff2a2144;AARTS PLASTICS BV;;http://www.aartsplastics.nl;;NL;Vijzelweg;WAALWIJK;;
7315c7ee2b1fc7382520b868f7516d88;AAT ABWASSER UND ABFALLTECHNIK GMBH;AAT;;;AT;KONRAD-DOPPELMAYR-STRASSE 17;WOLFURT;;
f46b6a49a2ae2a8fcef06b8c2d726719;AAT ADVANCED ANALYTICAL TECHNOLOGIES;AAT;http://www.aat-taa.eu;;IT;Via Martiri della Resistenza-Galleria San Giuseppe 1;PIACENZA;;PC
